,approach,model_label,classifier,preprocessing,undersampling,anomaly,metric,1,import_order,absolute
81,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Deviation - Speed,recall,0.060952380952380925,56,0.36
157,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Deviation - Speed,recall,0.5502932472423998,112,0.8493408662900188
193,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Deviation - Speed,recall,0.03809523809523807,168,0.33714285714285713
269,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Deviation - Speed,recall,-0.024761904761904763,224,0.2742857142857143
305,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Deviation - Speed,recall,-0.29523809523809524,280,0.0038095238095238095
381,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Deviation - Speed,recall,0.6199730965832662,336,0.9190207156308852
417,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Deviation - Speed,recall,-0.29714285714285715,392,0.0019047619047619048
473,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Deviation - Speed,recall,-0.2876190476190476,448,0.011428571428571429
549,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Deviation - Speed,recall,0.49333333333333335,504,0.7923809523809524
605,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Deviation - Speed,recall,0.5123809523809524,560,0.8114285714285714
661,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Deviation - Speed,recall,0.5257142857142858,616,0.8247619047619048
717,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Deviation - Speed,recall,-0.28380952380952384,672,0.015238095238095238
773,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Deviation - Speed,recall,-0.2361904761904762,728,0.06285714285714286
809,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Deviation - Speed,recall,-0.1904761904761905,784,0.10857142857142857
93,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Ground Excursion,recall,-0.006864988558352436,56,0.43478260869565216
161,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Ground Excursion,recall,0.41171778736138,112,0.8533653846153846
205,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Ground Excursion,recall,-0.002288329519450849,168,0.43935926773455375
273,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Ground Excursion,recall,-0.050343249427917625,224,0.391304347826087
317,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Ground Excursion,recall,-0.4050343249427918,280,0.036613272311212815
385,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Ground Excursion,recall,0.5150831719767647,336,0.9567307692307693
429,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Ground Excursion,recall,-0.3661327231121282,392,0.07551487414187644
485,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Ground Excursion,recall,-0.391304347826087,448,0.05034324942791762
553,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Excursion,recall,0.45995423340961095,504,0.9016018306636155
609,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Excursion,recall,0.4691075514874141,560,0.9107551487414187
665,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Excursion,recall,0.4897025171624714,616,0.931350114416476
721,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Ground Excursion,recall,-0.39359267734553777,672,0.04805491990846682
777,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Ground Excursion,recall,-0.1601830663615561,728,0.2814645308924485
821,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Ground Excursion,recall,-0.029748283752860427,784,0.41189931350114417
109,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_No Specific Anomaly Occurred,recall,0.0,56,0.032
165,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_No Specific Anomaly Occurred,recall,0.654046511627907,112,0.686046511627907
221,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_No Specific Anomaly Occurred,recall,0.0,168,0.032
277,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.008,224,0.024
333,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,280,0.0
389,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_No Specific Anomaly Occurred,recall,0.7354418604651163,336,0.7674418604651163
445,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,392,0.0
501,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,448,0.0
557,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,recall,0.496,504,0.528
613,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,recall,0.6,560,0.632
669,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,recall,0.6,616,0.632
725,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,672,0.0
781,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,728,0.0
837,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,784,0.0
88,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,-0.001977430268442326,56,0.7031706604324957
112,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Deviation / Discrepancy - Procedural,precision,0.04852100443157181,112,0.7536690951325098
200,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,-0.0026554220792370797,168,0.7024926686217009
224,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.0019745437797653587,224,0.7071226344807033
312,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.03787066914440074,280,0.7430187598453387
336,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Deviation / Discrepancy - Procedural,precision,0.09791711128347025,336,0.8030652019844082
424,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.04013356900227483,392,0.7452816597032128
480,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.040889452210463695,448,0.7460375429114017
504,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.0588155552886499,504,0.7639636459895879
560,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.06959653768934027,560,0.7747446283902782
616,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.0771934925885126,616,0.7823415832894506
672,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.020300244055680317,672,0.7254483347566183
728,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.03675646045344716,728,0.7419045511543851
816,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.04535916112141114,784,0.7505072518223491
56,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Aircraft Equipment,precision,-0.005792494945935478,56,0.8168974286521616
116,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Aircraft Equipment,precision,-0.04439232775664159,112,0.7782975958414555
168,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Aircraft Equipment,precision,-0.006508234456862216,168,0.8161816891412349
228,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Aircraft Equipment,precision,-0.009922753464155831,224,0.8127671701339413
280,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Aircraft Equipment,precision,0.05940552966369339,280,0.8820954532617905
340,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Aircraft Equipment,precision,0.0002789831220633143,336,0.8229689067201604
392,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Aircraft Equipment,precision,0.05725988119833347,392,0.8799498047964306
448,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Aircraft Equipment,precision,0.051384150475977,448,0.8740740740740741
508,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Aircraft Equipment,precision,-0.06867175448558838,504,0.7540181691125087
564,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Aircraft Equipment,precision,-0.04867323706651194,560,0.7740166865315852
620,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Aircraft Equipment,precision,-0.02779640956131102,616,0.7948935140367861
676,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Aircraft Equipment,precision,-0.005116030325394205,672,0.8175738932727029
732,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Aircraft Equipment,precision,0.006861598024967441,728,0.8295515216230646
784,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Aircraft Equipment,precision,0.026086650810246192,784,0.8487765744083433
72,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Conflict,precision,-0.0002332011591122951,56,0.6873740765614507
120,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Conflict,precision,-0.21533101312912328,112,0.4722762645914397
184,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Conflict,precision,-0.00316875722739407,168,0.6844385204931689
232,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Conflict,precision,-0.04159520272850703,224,0.6460120749920559
296,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 12,RandomForestClassifier,1,0,Anomaly_Conflict,precision,0.19667331623745032,280,0.8842805939580133
344,BoW Unsupervised feature selection,Random Forest/PP/Under sampling/exclude_numerics;min_df = 12,Random Forest,1,1,Anomaly_Conflict,precision,-0.1072954575610271,336,0.5803118201595359
408,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 100,RandomForestClassifier,1,0,Anomaly_Conflict,precision,0.18886054754951687,392,0.8764678252700798
464,BoW Unsupervised feature selection,RandomForestClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,RandomForestClassifier,1,0,Anomaly_Conflict,precision,0.176298047723224,448,0.863905325443787
512,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Conflict,precision,-0.20911764602758864,504,0.4784896316929743
568,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Conflict,precision,-0.2049972438639917,560,0.48261003385657125
624,BoW Unsupervised feature selection,naive bayes_countvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Conflict,precision,-0.20029373012714452,616,0.48731354759341844
680,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:500_PP,naive bayes,1,0,Anomaly_Conflict,precision,0.11060091340571687,672,0.7982081911262798
736,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:1000_PP,naive bayes,1,0,Anomaly_Conflict,precision,0.07996028984700465,728,0.7675675675675676
800,BoW Unsupervised feature selection,naive bayes_tfidfvectorizer_vocab_size:3000_PP,naive bayes,1,0,Anomaly_Conflict,precision,0.05808111748551714,784,0.7456883952060801
104,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 12,DecisionTreeClassifier,1,0,Anomaly_Inflight Event / Encounter,precision,-0.022595804554603416,56,0.657943236269812
124,BoW Unsupervised feature selection,Decision Tree/PP/Under sampling/exclude_numerics;min_df = 12,Decision Tree,1,1,Anomaly_Inflight Event / Encounter,precision,-0.21373786694327085,112,0.46680117388114456
216,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 100,DecisionTreeClassifier,1,0,Anomaly_Inflight Event / Encounter,precision,-0.030484075635701546,168,0.6500549651887139
236,BoW Unsupervised feature selection,DecisionTreeClassifier/PP/Std sampling/exclude_numbers; min_df = 1600,DecisionTreeClassifier,1,0,Anomaly_Inflight Event / Encounter,precision,-0.057138675193702415,224,0.623400365630713
